tag_id,platform,system,subsystem,equipment_id,equipment_type,signal_name,description_ko,io_type,data_type,unit,tag_class,value_basis,limit_basis,model_mapping,normal_or_initial,alarm_limits,trip_or_event_logic,priority,sample_ms,editable,gt_trip_behavior,source_url,notes
TSP.HRSG.EVAP-HP.WS_PRESS_OUT,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,WS_PRESS_OUT,HP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.WS_MASS_FLOW,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,WS_MASS_FLOW,HP 수·증기측 질량유량,AI,REAL,kg/s,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.DP_FG,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,DP_FG,HP 배기가스측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.DP_WS,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,DP_WS,HP 수·증기측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.DUTY_RATIO,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,DUTY_RATIO,HP 정상대비 열량비,CALC,REAL,%,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.STATUS,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,STATUS,HP 열교환기 상태,DI,ENUM,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.TEMP_DEV_EVT,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,TEMP_DEV_EVT,HP 온도편차 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.LOW_DUTY_EVT,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,LOW_DUTY_EVT,HP 열량저하 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-IP.Q_THERMAL,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,Q_THERMAL,IP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.FG_TEMP_IN,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,FG_TEMP_IN,IP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.FG_TEMP_OUT,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,FG_TEMP_OUT,IP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.WS_TEMP_IN,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,WS_TEMP_IN,IP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.WS_TEMP_OUT,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,WS_TEMP_OUT,IP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.WS_PRESS_IN,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,WS_PRESS_IN,IP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.WS_PRESS_OUT,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,WS_PRESS_OUT,IP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.WS_MASS_FLOW,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,WS_MASS_FLOW,IP 수·증기측 질량유량,AI,REAL,kg/s,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.DP_FG,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,DP_FG,IP 배기가스측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.DP_WS,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,DP_WS,IP 수·증기측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.DUTY_RATIO,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,DUTY_RATIO,IP 정상대비 열량비,CALC,REAL,%,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.STATUS,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,STATUS,IP 열교환기 상태,DI,ENUM,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.TEMP_DEV_EVT,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,TEMP_DEV_EVT,IP 온도편차 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.LOW_DUTY_EVT,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,LOW_DUTY_EVT,IP 열량저하 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-LP.Q_THERMAL,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,Q_THERMAL,LP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.FG_TEMP_IN,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,FG_TEMP_IN,LP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.FG_TEMP_OUT,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,FG_TEMP_OUT,LP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.WS_TEMP_IN,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,WS_TEMP_IN,LP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.WS_TEMP_OUT,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,WS_TEMP_OUT,LP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.WS_PRESS_IN,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,WS_PRESS_IN,LP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.WS_PRESS_OUT,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,WS_PRESS_OUT,LP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.WS_MASS_FLOW,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,WS_MASS_FLOW,LP 수·증기측 질량유량,AI,REAL,kg/s,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.DP_FG,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,DP_FG,LP 배기가스측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.DP_WS,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,DP_WS,LP 수·증기측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.DUTY_RATIO,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,DUTY_RATIO,LP 정상대비 열량비,CALC,REAL,%,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.STATUS,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,STATUS,LP 열교환기 상태,DI,ENUM,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.TEMP_DEV_EVT,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,TEMP_DEV_EVT,LP 온도편차 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.LOW_DUTY_EVT,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,LOW_DUTY_EVT,LP 열량저하 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.ECO-01.Q_THERMAL,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,Q_THERMAL,HP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.FG_TEMP_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,FG_TEMP_IN,HP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.FG_TEMP_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,FG_TEMP_OUT,HP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.WS_TEMP_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,WS_TEMP_IN,HP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.WS_TEMP_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,WS_TEMP_OUT,HP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.WS_PRESS_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,WS_PRESS_IN,HP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.WS_PRESS_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,WS_PRESS_OUT,HP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.WS_MASS_FLOW,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,WS_MASS_FLOW,HP 수·증기측 질량유량,AI,REAL,kg/s,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.DP_FG,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,DP_FG,HP 배기가스측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.DP_WS,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,DP_WS,HP 수·증기측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.DUTY_RATIO,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,DUTY_RATIO,HP 정상대비 열량비,CALC,REAL,%,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.STATUS,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,STATUS,HP 열교환기 상태,DI,ENUM,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.TEMP_DEV_EVT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,TEMP_DEV_EVT,HP 온도편차 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.LOW_DUTY_EVT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,LOW_DUTY_EVT,HP 열량저하 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-02.Q_THERMAL,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,Q_THERMAL,HP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.FG_TEMP_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,FG_TEMP_IN,HP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.FG_TEMP_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,FG_TEMP_OUT,HP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.WS_TEMP_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,WS_TEMP_IN,HP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.WS_TEMP_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,WS_TEMP_OUT,HP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.WS_PRESS_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,WS_PRESS_IN,HP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.WS_PRESS_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,WS_PRESS_OUT,HP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.WS_MASS_FLOW,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,WS_MASS_FLOW,HP 수·증기측 질량유량,AI,REAL,kg/s,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.DP_FG,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,DP_FG,HP 배기가스측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.DP_WS,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,DP_WS,HP 수·증기측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact ECO-02 allocation/order [A]
