tag_id,platform,system,subsystem,equipment_id,equipment_type,signal_name,description_ko,io_type,data_type,unit,tag_class,value_basis,limit_basis,model_mapping,normal_or_initial,alarm_limits,trip_or_event_logic,priority,sample_ms,editable,gt_trip_behavior,source_url,notes
TSP.HRSG.SH-07.WS_PRESS_IN,Thermo VPP,HRSG,LP_SUPERHEATER,A-SH-07,SUPERHEATER,WS_PRESS_IN,LP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-07 allocation/order [A]
TSP.HRSG.SH-07.WS_PRESS_OUT,Thermo VPP,HRSG,LP_SUPERHEATER,A-SH-07,SUPERHEATER,WS_PRESS_OUT,LP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-07 allocation/order [A]
TSP.HRSG.SH-07.WS_MASS_FLOW,Thermo VPP,HRSG,LP_SUPERHEATER,A-SH-07,SUPERHEATER,WS_MASS_FLOW,LP 수·증기측 질량유량,AI,REAL,t/h,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-07 allocation/order [A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.HRSG.EVAP-HP.Q_THERMAL,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,Q_THERMAL,HP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.FG_TEMP_IN,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,FG_TEMP_IN,HP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.FG_TEMP_OUT,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,FG_TEMP_OUT,HP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.WS_TEMP_IN,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,WS_TEMP_IN,HP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.WS_TEMP_OUT,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,WS_TEMP_OUT,HP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.WS_PRESS_IN,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,WS_PRESS_IN,HP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.WS_PRESS_OUT,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,WS_PRESS_OUT,HP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-HP allocation/order [M]
TSP.HRSG.EVAP-HP.WS_MASS_FLOW,Thermo VPP,HRSG,HP_EVAPORATOR,A-EVAP-HP,EVAPORATOR,WS_MASS_FLOW,HP 수·증기측 질량유량,AI,REAL,t/h,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-HP allocation/order [M]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.HRSG.EVAP-IP.Q_THERMAL,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,Q_THERMAL,IP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.FG_TEMP_IN,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,FG_TEMP_IN,IP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.FG_TEMP_OUT,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,FG_TEMP_OUT,IP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.WS_TEMP_IN,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,WS_TEMP_IN,IP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.WS_TEMP_OUT,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,WS_TEMP_OUT,IP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.WS_PRESS_IN,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,WS_PRESS_IN,IP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.WS_PRESS_OUT,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,WS_PRESS_OUT,IP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]
TSP.HRSG.EVAP-IP.WS_MASS_FLOW,Thermo VPP,HRSG,IP_EVAPORATOR,A-EVAP-IP,EVAPORATOR,WS_MASS_FLOW,IP 수·증기측 질량유량,AI,REAL,t/h,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-IP allocation/order [M]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.HRSG.EVAP-LP.Q_THERMAL,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,Q_THERMAL,LP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.FG_TEMP_IN,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,FG_TEMP_IN,LP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.FG_TEMP_OUT,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,FG_TEMP_OUT,LP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.WS_TEMP_IN,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,WS_TEMP_IN,LP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.WS_TEMP_OUT,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,WS_TEMP_OUT,LP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.WS_PRESS_IN,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,WS_PRESS_IN,LP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.WS_PRESS_OUT,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,WS_PRESS_OUT,LP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]
TSP.HRSG.EVAP-LP.WS_MASS_FLOW,Thermo VPP,HRSG,LP_EVAPORATOR,A-EVAP-LP,EVAPORATOR,WS_MASS_FLOW,LP 수·증기측 질량유량,AI,REAL,t/h,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact EVAP-LP allocation/order [M]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.HRSG.ECO-01.Q_THERMAL,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,Q_THERMAL,HP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.FG_TEMP_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,FG_TEMP_IN,HP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.FG_TEMP_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,FG_TEMP_OUT,HP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.WS_TEMP_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,WS_TEMP_IN,HP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.WS_TEMP_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,WS_TEMP_OUT,HP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.WS_PRESS_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,WS_PRESS_IN,HP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.WS_PRESS_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,WS_PRESS_OUT,HP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]
TSP.HRSG.ECO-01.WS_MASS_FLOW,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-01,ECONOMIZER,WS_MASS_FLOW,HP 수·증기측 질량유량,AI,REAL,t/h,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-01 allocation/order [A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.HRSG.ECO-02.Q_THERMAL,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,Q_THERMAL,HP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.FG_TEMP_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,FG_TEMP_IN,HP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.FG_TEMP_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,FG_TEMP_OUT,HP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.WS_TEMP_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,WS_TEMP_IN,HP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.WS_TEMP_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,WS_TEMP_OUT,HP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.WS_PRESS_IN,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,WS_PRESS_IN,HP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.WS_PRESS_OUT,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,WS_PRESS_OUT,HP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]
TSP.HRSG.ECO-02.WS_MASS_FLOW,Thermo VPP,HRSG,HP_ECONOMIZER,A-ECO-02,ECONOMIZER,WS_MASS_FLOW,HP 수·증기측 질량유량,AI,REAL,t/h,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-02 allocation/order [A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.HRSG.ECO-03.Q_THERMAL,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-03,ECONOMIZER,Q_THERMAL,IP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-03 allocation/order [A]
TSP.HRSG.ECO-03.FG_TEMP_IN,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-03,ECONOMIZER,FG_TEMP_IN,IP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-03 allocation/order [A]
TSP.HRSG.ECO-03.FG_TEMP_OUT,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-03,ECONOMIZER,FG_TEMP_OUT,IP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-03 allocation/order [A]
TSP.HRSG.ECO-03.WS_TEMP_IN,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-03,ECONOMIZER,WS_TEMP_IN,IP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-03 allocation/order [A]
TSP.HRSG.ECO-03.WS_TEMP_OUT,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-03,ECONOMIZER,WS_TEMP_OUT,IP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-03 allocation/order [A]
TSP.HRSG.ECO-03.WS_PRESS_IN,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-03,ECONOMIZER,WS_PRESS_IN,IP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-03 allocation/order [A]
TSP.HRSG.ECO-03.WS_PRESS_OUT,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-03,ECONOMIZER,WS_PRESS_OUT,IP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-03 allocation/order [A]
TSP.HRSG.ECO-03.WS_MASS_FLOW,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-03,ECONOMIZER,WS_MASS_FLOW,IP 수·증기측 질량유량,AI,REAL,t/h,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-03 allocation/order [A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.HRSG.ECO-04.Q_THERMAL,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-04,ECONOMIZER,Q_THERMAL,IP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-04 allocation/order [A]
TSP.HRSG.ECO-04.FG_TEMP_IN,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-04,ECONOMIZER,FG_TEMP_IN,IP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-04 allocation/order [A]
TSP.HRSG.ECO-04.FG_TEMP_OUT,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-04,ECONOMIZER,FG_TEMP_OUT,IP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-04 allocation/order [A]
TSP.HRSG.ECO-04.WS_TEMP_IN,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-04,ECONOMIZER,WS_TEMP_IN,IP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-04 allocation/order [A]
TSP.HRSG.ECO-04.WS_TEMP_OUT,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-04,ECONOMIZER,WS_TEMP_OUT,IP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-04 allocation/order [A]
TSP.HRSG.ECO-04.WS_PRESS_IN,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-04,ECONOMIZER,WS_PRESS_IN,IP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-04 allocation/order [A]
TSP.HRSG.ECO-04.WS_PRESS_OUT,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-04,ECONOMIZER,WS_PRESS_OUT,IP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-04 allocation/order [A]
TSP.HRSG.ECO-04.WS_MASS_FLOW,Thermo VPP,HRSG,IP_ECONOMIZER,A-ECO-04,ECONOMIZER,WS_MASS_FLOW,IP 수·증기측 질량유량,AI,REAL,t/h,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-04 allocation/order [A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.HRSG.ECO-05.Q_THERMAL,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-05,ECONOMIZER,Q_THERMAL,LP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-05 allocation/order [A]
TSP.HRSG.ECO-05.FG_TEMP_IN,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-05,ECONOMIZER,FG_TEMP_IN,LP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-05 allocation/order [A]
