index,canonical_tag,opcua_browse_name,control_point_id,system,lab_group,role,unit,writable,present_in_uploaded_RAW,physical_effect,analysis_policy,implementation_status,source_url,run41_validation_status,release_status,run41_note,identity_scope,hallucination_audit_status,live_validation_status,write_validation_status,live_validation_run
42,CMD.VLV.IP_FW_ISO_VLV.FAULT_ENABLE,vppVlvIPFWIsoFaultEnableNative,IP_FW_ISO_VLV,HRSG,VALVE_FAULT_INJECTION,FAULT_ENABLE,BOOL,Y,Y,Changes current Modelica valve control/fault input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
43,CMD.VLV.IP_FW_ISO_VLV.FAULT_POSITION,vppVlvIPFWIsoFaultValueNative,IP_FW_ISO_VLV,HRSG,VALVE_FAULT_INJECTION,FAULT_FORCED_VALUE,pu,Y,Y,Changes current Modelica valve control/fault input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
44,CMD.VLV.IP_TURB_ADM_VLV.MODE_AUTO,vppVlvIPTurbAdmModeAutoNative,IP_TURB_ADM_VLV,ST,VALVE_CONTROL,AUTO_MAN_SELECT,BOOL,Y,Y,Changes current Modelica valve control/fault input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
45,CMD.VLV.IP_TURB_ADM_VLV.MANUAL_POSITION,vppVlvIPTurbAdmManualCmdNative,IP_TURB_ADM_VLV,ST,VALVE_CONTROL,MANUAL_COMMAND,pu,Y,Y,Changes current Modelica valve control/fault input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
46,CMD.VLV.IP_TURB_ADM_VLV.FAULT_ENABLE,vppVlvIPTurbAdmFaultEnableNative,IP_TURB_ADM_VLV,ST,VALVE_FAULT_INJECTION,FAULT_ENABLE,BOOL,Y,Y,Changes current Modelica valve control/fault input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
47,CMD.VLV.IP_TURB_ADM_VLV.FAULT_POSITION,vppVlvIPTurbAdmFaultValueNative,IP_TURB_ADM_VLV,ST,VALVE_FAULT_INJECTION,FAULT_FORCED_VALUE,pu,Y,Y,Changes current Modelica valve control/fault input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
48,,vppECMS52GTClosedCommandNative,ECMS,ECMS,BREAKER_CONTROL,CLOSE_STATE_COMMAND,BOOL,Y,Y,Changes current breaker command boundary through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
49,,vppECMS52STClosedCommandNative,ECMS,ECMS,BREAKER_CONTROL,CLOSE_STATE_COMMAND,BOOL,Y,Y,Changes current breaker command boundary through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
50,,vppECMSCBInAClosedCommandNative,ECMS,ECMS,BREAKER_CONTROL,CLOSE_STATE_COMMAND,BOOL,Y,Y,Changes current breaker command boundary through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
51,,vppECMSCBInBClosedCommandNative,ECMS,ECMS,BREAKER_CONTROL,CLOSE_STATE_COMMAND,BOOL,Y,Y,Changes current breaker command boundary through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
52,,vppECMSCBTieClosedCommandNative,ECMS,ECMS,BREAKER_CONTROL,CLOSE_STATE_COMMAND,BOOL,Y,Y,Changes current breaker command boundary through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
53,,vppVCBA01ClosedNative,VCB-A01,ECMS,BREAKER_CONTROL,CLOSE_STATE_COMMAND,BOOL,Y,Y,Changes current breaker command boundary through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
54,,vppVCBA02ClosedNative,VCB-A02,ECMS,BREAKER_CONTROL,CLOSE_STATE_COMMAND,BOOL,Y,Y,Changes current breaker command boundary through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
55,,vppVCBB01ClosedNative,VCB-B01,ECMS,BREAKER_CONTROL,CLOSE_STATE_COMMAND,BOOL,Y,Y,Changes current breaker command boundary through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,,,,,,PASS_LIVE_OPCUA,WRITE_PERSISTENCE_PASS_RUN54,Actions #54 / 35309650110
56,,vppLPFWPTripPushbuttonNative,FWP-LP,FWP,BFP_PROTECTION_TEST,TRIP_PUSHBUTTON,COMMAND,Y,Y,Exercises current FWP operator/protection input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,LIVE_INPUT_CONTRACT_PASS,Actions #54 / 35309650110
57,,vppLPFWPResetPushbuttonNative,FWP-LP,FWP,BFP_PROTECTION_TEST,RESET_PUSHBUTTON,COMMAND,Y,Y,Exercises current FWP operator/protection input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,,,,,,PASS_LIVE_OPCUA,LIVE_INPUT_CONTRACT_PASS,Actions #54 / 35309650110
58,,vppHPFWPTripPushbuttonNative,FWP-HP,FWP,BFP_PROTECTION_TEST,TRIP_PUSHBUTTON,COMMAND,Y,Y,Exercises current FWP operator/protection input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,LIVE_INPUT_CONTRACT_PASS,Actions #54 / 35309650110
59,,vppHPFWPResetPushbuttonNative,FWP-HP,FWP,BFP_PROTECTION_TEST,RESET_PUSHBUTTON,COMMAND,Y,Y,Exercises current FWP operator/protection input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,,,,,,PASS_LIVE_OPCUA,LIVE_INPUT_CONTRACT_PASS,Actions #54 / 35309650110
60,,vppIPFWPTripPushbuttonNative,FWP-IP,FWP,BFP_PROTECTION_TEST,TRIP_PUSHBUTTON,COMMAND,Y,Y,Exercises current FWP operator/protection input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,LIVE_INPUT_CONTRACT_PASS,Actions #54 / 35309650110
61,,vppIPFWPResetPushbuttonNative,FWP-IP,FWP,BFP_PROTECTION_TEST,RESET_PUSHBUTTON,COMMAND,Y,Y,Exercises current FWP operator/protection input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,,,,,,PASS_LIVE_OPCUA,LIVE_INPUT_CONTRACT_PASS,Actions #54 / 35309650110
62,,vppExternalTripCommandNative,GTG,PROTECTION,GT_ST_PROTECTION_TEST,TRIP_COMMAND,COMMAND,Y,Y,Exercises current GT/ST protection input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,LIVE_INPUT_CONTRACT_PASS,Actions #54 / 35309650110
63,,vppExternalSTTripCommandNative,STG,PROTECTION,GT_ST_PROTECTION_TEST,TRIP_COMMAND,COMMAND,Y,Y,Exercises current GT/ST protection input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,LIVE_INPUT_CONTRACT_PASS,Actions #54 / 35309650110
64,,vppGTTripResetNative,GTG,PROTECTION,GT_ST_PROTECTION_TEST,RESET_COMMAND,COMMAND,Y,Y,Exercises current GT/ST protection input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,LIVE_INPUT_CONTRACT_PASS,Actions #54 / 35309650110
65,,vppSTTripResetNative,STG,PROTECTION,GT_ST_PROTECTION_TEST,RESET_COMMAND,COMMAND,Y,Y,Exercises current GT/ST protection input through native OPC UA.,RAW/EVENT result may be analyzed; Scenario Lab identity/preset/expected cause must not be provided to analyzer.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,,,,,,PASS_LIVE_OPCUA,LIVE_INPUT_CONTRACT_PASS,Actions #54 / 35309650110
66,DCS.VLV.COND_EXTRACTION_VLV.FAULT_ACTIVE,vppVlvCondExtractionFaultActive,COND_EXTRACTION_VLV,CONDENSER,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
67,DCS.VLV.HP_FWCV.FAULT_ACTIVE,vppVlvHPFWCVFaultActive,HP_FWCV,HRSG,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
68,DCS.VLV.HP_FW_ISO_VLV.FAULT_ACTIVE,vppVlvHPFWIsoFaultActive,HP_FW_ISO_VLV,HRSG,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
69,DCS.VLV.HP_STEAM_VLV.FAULT_ACTIVE,vppVlvHPSteamFaultActive,HP_STEAM_VLV,HRSG,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
70,DCS.VLV.HP_TURB_ADM_VLV.FAULT_ACTIVE,vppVlvHPTurbAdmFaultActive,HP_TURB_ADM_VLV,ST,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
71,DCS.VLV.IP_FWCV.FAULT_ACTIVE,vppVlvIPFWCVFaultActive,IP_FWCV,HRSG,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
72,DCS.VLV.IP_FW_ISO_VLV.FAULT_ACTIVE,vppVlvIPFWIsoFaultActive,IP_FW_ISO_VLV,HRSG,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
73,DCS.VLV.IP_STEAM_VLV.FAULT_ACTIVE,vppVlvIPSteamFaultActive,IP_STEAM_VLV,HRSG,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
74,DCS.VLV.IP_TURB_ADM_VLV.FAULT_ACTIVE,vppVlvIPTurbAdmFaultActive,IP_TURB_ADM_VLV,ST,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
75,DCS.VLV.LP_FW_VLV.FAULT_ACTIVE,vppVlvLPFWFaultActive,LP_FW_VLV,HRSG,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
76,DCS.VLV.LP_STEAM_VLV.FAULT_ACTIVE,vppVlvLPSteamFaultActive,LP_STEAM_VLV,HRSG,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
77,DCS.VLV.LP_TO_HPIP_FW_VLV.FAULT_ACTIVE,vppVlvLPToHPIPFWFaultActive,LP_TO_HPIP_FW_VLV,HRSG,VALVE_FAULT_FEEDBACK,FAULT_STATUS,BOOL,N,Y,Live fault-active feedback from current Modelica valve adapter.,RAW/EVENT evidence allowed; Scenario Lab identity/preset/expected cause excluded.,LIVE_OPCUA_VALIDATED,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,,,,,,PASS_LIVE_OPCUA,READBACK_ONLY,Actions #54 / 35309650110
