raw_tag_id,system,equipment_id,signal_role,data_type,unit,description_ko,description_en,canonical_tag,local_display_alias,scope_class,writable,scenario_lab_role,analysis_policy,unit_status,interpretation_method,source_url,source_commit,is_native,live_existence,live_variant_type,live_node_id
vppGTTripCmd,DCS1,DCS1,PROTECTION_COMMAND,BOOL,STATE,gttripcommand,gttripcommand,,GT.TRIP.CMD,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_NATIVE_CLIENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/tag_alias_contract.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000301)
vppGTTripLatch,PROTECTION,GTG,PROTECTION_LATCH,BOOL,STATE,GT Trip 래치 상태,GT trip latch state,,GT.TRIP.LATCH,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000302)
vppGTTripLatchInternal,PROTECTION,GTG,PROTECTION_LATCH,BOOL,BOOL,GT Trip 래치 상태,GT trip latch state,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000303)
vppGTTripRequest,PROTECTION,GTG,PROTECTION_REQUEST,BOOL,STATE,GT Trip 요청 상태,GT trip request state,,GT.TRIP.REQUEST,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000304)
vppGTTripResetNative,DCS1,GTG,COMMAND_INPUT,BOOL,COMMAND,GT Trip 리셋 외부 명령,GT trip reset external command,,CMD.GT.TRIP.RESET,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,GT_ST_PROTECTION_TEST,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011948)
vppHPAdmissionPos,DCS1,DCS1,MODEL_INTERNAL,REAL,pu,hpadmissionpositionpu,hpadmissionpositionpu,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_NATIVE_CLIENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100000252)
vppHPBypassCloseLS,HRSG,HP-BYPASS,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,HP 바이패스 밸브 Close 리미트 상태,HP bypass valve close limit status,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000305)
vppHPBypassCmd,HRSG,HP-BYPASS,MODEL_INTERNAL,BOOL,pu,HP 바이패스 명령,HP bypass command,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011949)
vppHPBypassInletPressure,HRSG,HP-BYPASS,PHYSICAL_OR_PROCESS,REAL,Pa,HP 바이패스 Inlet 압력,HP bypass inlet pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011950)
vppHPBypassInletTemperature,HRSG,HP-BYPASS,PHYSICAL_OR_PROCESS,REAL,K,HP 바이패스 Inlet 온도,HP bypass inlet temperature,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011951)
vppHPBypassMassFlow,HRSG,HP-BYPASS,PHYSICAL_OR_PROCESS,REAL,kg/s,HP 바이패스 질량유량,HP bypass mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011952)
vppHPBypassMassFlowTH,DCS2,DCS2,PHYSICAL_OR_PROCESS,REAL,t/h,hpbypassflowth,hpbypassflowth,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_NATIVE_CLIENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011953)
vppHPBypassOpenLS,HRSG,HP-BYPASS,STATE_FEEDBACK,BOOL,BOOL,HP 바이패스 밸브 Open 리미트 상태,HP bypass valve open limit status,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000306)
vppHPBypassOutletPressure,HRSG,HP-BYPASS,PHYSICAL_OR_PROCESS,REAL,Pa,HP 바이패스 Outlet 압력,HP bypass outlet pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011954)
vppHPBypassOutletTemperature,HRSG,HP-BYPASS,PHYSICAL_OR_PROCESS,REAL,K,HP 바이패스 Outlet 온도,HP bypass outlet temperature,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011955)
vppHPBypassPos,DCS2,DCS2,MODEL_INTERNAL,REAL,pu,hpbypasspositionpu,hpbypasspositionpu,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_NATIVE_CLIENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100000253)
vppHPBypassValve.C1.P,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,REAL,Pa,HP 바이패스 밸브 입구 포트 압력,HP bypass valve inlet port pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002758)
vppHPBypassValve.C1.Q,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,REAL,kg/s,HP 바이패스 밸브 입구 포트 질량유량,HP bypass valve inlet port mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002759)
vppHPBypassValve.C1.a,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,vppHPBypassValve 커넥터 방향 검증용 Boolean 의사변수 a,vppHPBypassValve connector Boolean pseudo-variable a for connection-orientation verification,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_CONNECTOR_DEFINITION,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000307)
vppHPBypassValve.C1.b,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,vppHPBypassValve 커넥터 방향 검증용 Boolean 의사변수 b,vppHPBypassValve connector Boolean pseudo-variable b for connection-orientation verification,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_CONNECTOR_DEFINITION,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=250000339)
vppHPBypassValve.C1.h,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,REAL,J/kg,HP 바이패스 밸브 입구 포트 비엔탈피,HP bypass valve inlet port specific enthalpy,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002760)
vppHPBypassValve.C1.h_vol,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,REAL,J/kg,HP 바이패스 밸브 입구 포트 체적측 비엔탈피 상태,HP bypass valve inlet port specific enthalpy volume-side state,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002761)
vppHPBypassValve.C2.P,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,REAL,Pa,HP 바이패스 밸브 출구 포트 압력,HP bypass valve outlet port pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002762)
vppHPBypassValve.C2.Q,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,REAL,kg/s,HP 바이패스 밸브 출구 포트 질량유량,HP bypass valve outlet port mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002763)
vppHPBypassValve.C2.a,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,vppHPBypassValve 커넥터 방향 검증용 Boolean 의사변수 a,vppHPBypassValve connector Boolean pseudo-variable a for connection-orientation verification,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_CONNECTOR_DEFINITION,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=250000340)
vppHPBypassValve.C2.b,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,vppHPBypassValve 커넥터 방향 검증용 Boolean 의사변수 b,vppHPBypassValve connector Boolean pseudo-variable b for connection-orientation verification,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_CONNECTOR_DEFINITION,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000308)
vppHPBypassValve.C2.h,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,REAL,J/kg,HP 바이패스 밸브 출구 포트 비엔탈피,HP bypass valve outlet port specific enthalpy,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002764)
vppHPBypassValve.C2.h_vol,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,REAL,J/kg,HP 바이패스 밸브 출구 포트 체적측 비엔탈피 상태,HP bypass valve outlet port specific enthalpy volume-side state,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002765)
vppHPBypassValve.Cv,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,REAL,Cv,HP 바이패스 밸브 유량계수,HP bypass valve flow coefficient,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011956)
vppHPBypassValve.Ouv.signal,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,REAL,pu,HP 바이패스 밸브 밸브 개도 입력,HP bypass valve valve opening input,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002766)
vppHPBypassValve.Q,HRSG,HP-BYPASS-VALVE,MODEL_INTERNAL,REAL,kg/s,HP 바이패스 밸브 질량유량,HP bypass valve mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002767)
vppHPBypassValve.deltaP,HRSG,HP-BYPASS-VALVE,PHYSICAL_OR_PROCESS,REAL,Pa,HP 바이패스 밸브 차압,HP bypass valve differential pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011957)
vppHPColdReheatVolume.BH,ST,HP-COLD-REHEAT-VOL,MODEL_INTERNAL,REAL,W,HP 저온재열 증기 혼합 체적 에너지 수지 잔차/항,HP cold-reheat steam mixing volume energy-balance term,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011958)
vppHPColdReheatVolume.BQ,ST,HP-COLD-REHEAT-VOL,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,kg/s,HP 저온재열 증기 혼합 체적 질량 수지 잔차/항,HP cold-reheat steam mixing volume mass-balance term,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011959)
vppHPColdReheatVolume.Ce1.P,ST,HP-COLD-REHEAT-VOL,MODEL_INTERNAL,REAL,Pa,HP 저온재열 증기 혼합 체적 입구1 압력,HP cold-reheat steam mixing volume inlet 1 pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002768)
vppHPColdReheatVolume.Ce1.Q,ST,HP-COLD-REHEAT-VOL,MODEL_INTERNAL,REAL,kg/s,HP 저온재열 증기 혼합 체적 입구1 질량유량,HP cold-reheat steam mixing volume inlet 1 mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002769)
vppHPColdReheatVolume.Ce1.a,ST,HP-COLD-REHEAT-VOL,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,vppHPColdReheatVolume 커넥터 방향 검증용 Boolean 의사변수 a,vppHPColdReheatVolume connector Boolean pseudo-variable a for connection-orientation verification,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_CONNECTOR_DEFINITION,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000309)
vppHPColdReheatVolume.Ce1.b,ST,HP-COLD-REHEAT-VOL,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,vppHPColdReheatVolume 커넥터 방향 검증용 Boolean 의사변수 b,vppHPColdReheatVolume connector Boolean pseudo-variable b for connection-orientation verification,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_CONNECTOR_DEFINITION,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=250000341)
vppHPColdReheatVolume.Ce1.h,ST,HP-COLD-REHEAT-VOL,MODEL_INTERNAL,REAL,J/kg,HP 저온재열 증기 혼합 체적 입구1 비엔탈피,HP cold-reheat steam mixing volume inlet 1 specific enthalpy,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002770)
